idOrganizacion,IdProducto,PrdFechaRegistro,PrdTipoCertificacion,PrdProductoProcesoServicio,PrdDocumentoNormativo,PrdEsquemaCertificacion,PrdDivisionNace,PrdCodigoCpa,PrdVigenteApartirDe
5,CP-184,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-185,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-186,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-187,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-188,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-189,--,Procesos,"Best  Aquaculture Practices Límite Territorial: Mundial","Requirements for Certification Bodies Offering Certification Against the Criteria of the Global Aquaculture Alliance Best Aquaculture Practices Standards Issue 14.10 18 August 2021,Seafood Processing Standard (SPS) Issue 5.0 01 February 2019,Seafood Processing Standard (SPS) Issue 5.1 16 November 2020",6,--,--,--
231,CP-190,--,Productos,"Lámparas Fluorescentes compactas","RTE INEN 036 (1R):2013 Eficiencia Energética. Lámparas fluorescentes compactas. Rangos de desempeño energético y etiquetado",1b,--,--,--
231,CP-191,--,Productos,"Alumbrado público general","RTE INEN 069 (1R):2015 Alumbrado público,IEC 60529:1989 + AMD1:1999 + AMD2:2013. Grados de protección proporcionados por las envolventes (Código IP),IEC 62262:2002. Grados de protección proporcionados por las envolventes de materiales eléctricos contra los impactos mecánicos externos (código IK)",1a,--,--,--
231,CP-192,--,Productos,"Acondicionadores de aire sin ductos","RTE INEN 072:2017 (1R) Eficiencia energética para acondicionadores de aire sin ductos,NTE INEN 2495:2012 Eficiencia energética para acondicionadores de aire sin ductos. Requisitos",1a,--,--,--
231,CP-193,--,Productos,Televisores,"RTE INEN 083 (1R):2017 Televisores con sintonizador del estándar de televisión digital ISDB-T Internacional. Fe de erratas 2017-06-09",1a,--,--,--
231,CP-194,--,Productos,"Ventiladores con motor incorporado de potencia inferior o igual a 125W","RTE INEN 112 (1R):2017 Eficiencia energética para ventiladores con motor eléctrico incorporado de potencia inferior o igual a 125 W",1a,--,--,--
231,CP-195,--,Productos,Televisiones,"RTE INEN 117:2014 Eficiencia Energética en Televisiones. Reporte de consumo de energía, Método de ensayo y etiquetado",1a,--,--,--
231,CP-196,--,Productos,"Hornos Microondas","RTE INEN 123:2014 Eficiencia Energética para Hornos microondas,IEC 60335-2-25:2020. Aparatos electrodomésticos y similares. Seguridad. Parte 2-25: Requisitos particulares para hornos microondas, incluidos los hornos microondas combinados",1a,--,--,--
231,CP-197,--,Productos,Decodificadores,"RTE INEN 161:2017 Decodificadores para el estándar de televisión digital internacional",1a,--,--,--
231,CP-198,--,Productos,"Cortadoras de pelo y aparatos similares","RTE INEN 191:2014 Cortadoras de pelo y aparatos similares,IEC 60335-2-8: 2012 + AMD1: 2015 + AMD2: 2018. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-8: Requisitos particulares para máquinas de afeitar, cortadores de pelo y aparatos similares.,IEC 60335-1:2010 + AMD1:2013 + AMD2: 2016. Aparatos electrodomésticos y similares. Seguridad. Parte 1: Requisitos generales",1a,--,--,--
231,CP-199,--,Productos,Aspiradoras,"RTE INEN 197:2014 Aspiradoras,IEC 60335-2-2: 2019. Aparatos electrodomésticos y análogos. Seguridad-Parte 2-2: Requisitos particulares para aspiradores y aparatos de limpieza por aspiración de agua,IEC 60335-1:2010 + AMD1:2013 + AMD2: 2016. Aparatos electrodomésticos y similares. Seguridad. Parte 1: Requisitos generales",1a,--,--,--
231,CP-200,--,Productos,"Máquinas eléctricas de cocina para uso doméstico y aparatos similares","RTE INEN 203 (1R):2020. Máquinas con motor para uso en la cocina,IEC 60335-2-14:2016+Amd 1:2019. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-14: Requisitos particulares para máquinas de cocina,IEC 60335-1:2010 + AMD1:2013 + AMD2: 2016. Aparatos electrodomésticos y similares. Seguridad. Parte 1: Requisitos generales",1a,--,--,--
231,CP-201,--,Productos,"Aparatos eléctricos para cocción de uso doméstico y de uso comercial","RTE INEN 208 (1R):2018 Seguridad de aparatos eléctricos para cocción,IEC 60335-1:2010 + AMD1:2013 + AMD2: 2016. Aparatos electrodomésticos y similares. Seguridad. Parte 1: Requisitos generales,IEC-60335-2-6:2008. Artefactos electrodomésticos y análogos. Seguridad. Parte 2-6: Requisitos particulares para cocinas, hornos y aparatos análogos para uso doméstico,IEC-60335-2-36: 2002 + A1: 2004 + A2: 2008. Artefactos electrodomésticos y análogos. Seguridad. Parte 2-36: Requisitos particulares para cocinas, hornos, encimeras y placas de encimera eléctricas de uso colectivo",1a,--,--,--
473,CP-202,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título I",6,--,--,--
473,CP-203,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título I",6,--,--,--
473,CP-204,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
473,CP-205,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
473,CP-206,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
473,CP-207,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
473,CP-208,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro. 140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título III",6,--,--,--
386,CP-209,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-210,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-211,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-212,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-213,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-214,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
386,CP-215,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
337,CP-216,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
337,CP-217,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
337,CP-218,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
337,CP-219,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
337,CP-220,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título I",6,--,--,--
337,CP-221,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título I",6,--,--,--
337,CP-222,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
337,CP-223,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
337,CP-224,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
337,CP-225,--,Procesos,"Producción más Limpia","Marco Institucional para Incentivos Ambientales. Acuerdo Ministerial Nro.140 – Registro Oficial Edición Especial 387 del 04 de noviembre de 2015 Capítulo I, Título II",6,--,--,--
173,CP-226,--,Procesos,FlorEcuador,"Reglamento General para Empresas de Producción, Exportación  y Comercialización de Flores. Certificación para una Floricultura Responsable  y Sostenible V 4.0",6,--,--,--
173,CP-227,--,Productos,"Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos","RTE INEN 005 (2R):2020 Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos","1a,1b",--,--,--
173,CP-228,--,Productos,"Artefactos de uso doméstico para producción de frío","RTE INEN 009 (1R):2019 Aparatos de uso doméstico para producción de frío","1a,1b",--,--,--
173,CP-229,--,Productos,"Artefactos de uso doméstico para producción de frío","RTE INEN 035 (1R): 2020. Eficiencia energética en artefactos de refrigeración de uso doméstico. Reporte de consumo de energía, métodos de prueba y etiquetado","1a,1b",--,--,--
173,CP-230,--,Productos,"Hornos Microondas","RTE INEN 123:2014 Eficiencia Energética para Hornos microondas",1a,--,--,--
173,CP-231,--,Productos,"Maquina con motor para uso en la cocina","RTE INEN 203 (1R):2020. Máquinas con motor para uso en la cocina","1a,1b",--,--,--
173,CP-232,--,Productos,"Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos","RTE INEN 005 (2R):2020 Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos",5,--,--,--
173,CP-233,--,Productos,"Artefactos de uso doméstico para producción de frío","RTE INEN 009 (1R):2019 Aparatos de uso doméstico para producción de frío",5,--,--,--
173,CP-234,--,Productos,"Artefactos de uso doméstico para producción de frío","RTE INEN 035 (1R): 2020. Eficiencia energética en artefactos de refrigeración de uso doméstico. Reporte de consumo de energía, métodos de prueba y etiquetado",5,--,--,--
173,CP-235,--,Productos,"Maquina con motor para uso en la cocina","RTE INEN 203 (1R):2020. Máquinas con motor para uso en la cocina",5,--,--,--
173,CP-236,--,Productos,"Hornos Microondas","RTE INEN 123:2014 Eficiencia Energética para Hornos microondas",5,--,--,--
173,CP-237,--,Procesos,"Florverde Sustainable Flowers","Reglamento General para la Certificación Florverde Sustainable Flowers V 7.1.3,Estándar Florverde para la producción sostenible de flores y ornamentales versión 7.1.3",6,--,--,--
173,CP-238,--,Productos,"Seguridad y eficiencia térmica de calentadores de agua a gas","RTE INEN 109 (1R):2016. Seguridad y eficiencia térmica de calentadores de agua a gas",1b,--,--,--
896,CP-239,--,Productos,"Aisladores eléctricos de vidrio","IEC 60383-1:1993,IEC 60383-2:1993,IEC 60305:1995","1a,1b,5",--,--,--
896,CP-240,--,Productos,"Aisladores eléctricos de vidrio","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-241,--,Productos,"Aisladores eléctricos de porcelana o cerámica","IEC 60383-1:1993,IEC 60383-2:1993,IEC 60273:1990,IEC 60305:1995,ANSI C29.1:2018,ANSI C29.2:2013,ANSI C29.3:2015,ANSI C29.4:2015,ANSI C29.5:2015,ANSI C29.6:2015,ANSI C29.7:2015","1a,1b,5",--,--,--
896,CP-242,--,Productos,"Aisladores eléctricos de porcelana o cerámica","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-243,--,Productos,"Herrajes para redes de distribución","NTC 2772:2011,NTC 2575:2012,NTC 2995:2013,NTC 2270:2011,NTC 2617:2017,NTC 2607:2004,NTC 2665:2014,NTC 2663:2017,NTC 2973:2011,NTC 2616:2014,NTC 2618:1992,NTC 2608:2010,NTC 3378:1992,NTC 3496:2009,NTC 3524:1993,NTC 5982:2013,NTC 3735:2009,UNE EN 61854:1999,UL 467:2013,ABNT NBR 16051:2012","1a,1b,5",--,--,--
896,CP-244,--,Productos,"Herrajes para redes de distribución","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-245,--,Productos,"Herrajes para redes de distribución","IEC 60372:2020","1a,1b,5",--,--,--
896,CP-246,--,Productos,"Brazos y soportes metálicos para luminaria","Reglamento Técnico de Iluminación y Alumbrado Público – RETILAP del Ministerio de Minas y Energía de Colombia,
Resolución 180540 del 30 de marzo de 2010, 
Resolución 181568 del 1 septiembre de 2010, 
Resolución 182544 del 29 de diciembre de 2010, 
Resolución 180173 del 14 de febrero de 2011, 
Resolución 91872 del 28 diciembre de 2012,
Resolución 90980 del 15 noviembre de 2013,
Resolución 40122 del 8 de febrero de 2016","1a,1b,5",--,--,--
896,CP-247,--,Productos,Electrobombas,"IEC 60335-2-41:2012","1a,1b,5",--,--,--
896,CP-248,--,Productos,Electrobombas,"Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-249,--,Productos,"Medidores de energía","IEC 62052-11:2003,IEC 62053-21:2003,IEC 62053-22:2003,IEC 62053-23:2003,IEC 62053-24:2014,IEC 62053-31:1998","1a,1b,5",--,--,--
896,CP-250,--,Productos,"Medidores de energía - Medidores de energía clases 0,1, 1 y 2","IEC 62053-11:2016","1a,1b,5",--,--,--
896,CP-251,--,Productos,"Generadores eléctricos","IEC 60034-1:2017","1a,1b,5",--,--,--
896,CP-252,--,Productos,"Generadores eléctricos","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-253,--,Productos,"Grupo electrógenos (Generadores eléctricos)","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-254,--,Productos,"Motores eléctricos","IEC 60034-1:2017","1a,1b,5",--,--,--
896,CP-255,--,Productos,"Motores eléctricos","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-256,--,Productos,"Transformadores eléctricos","IEC 61869-1:2007,IEC 61869-2:2012,IEC 61869-3:2011,IEC 61869-4:2013,IEC 61869-5:2011,ANSI C57.13:2016,IEC 60076-11:2018","1a,1b,5",--,--,--
896,CP-257,--,Productos,"Transformadores eléctricos","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-258,--,Productos,"Dispositivos de  protección contra sobre tensiones transitorias (DPS)","IEC 60099-4:2014,IEC 61643-11:2011,UL 1449:2014","1a,1b,5",--,--,--
896,CP-259,--,Productos,"Dispositivos de  protección contra sobre tensiones transitorias (DPS)","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-260,--,Productos,"Seccionadores de media tensión","IEC 62271-102:2018,IEC 62271-1:2011","1a,1b,5",--,--,--
896,CP-261,--,Productos,"Seccionadores de media tensión","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-262,--,Productos,"Tableros de baja tensión","IEC 61439-1:2011,IEC 61439-2:2011,IEC 61439-3:2012","1a,1b,5",--,--,--
896,CP-263,--,Productos,"Tableros de baja tensión y encerramiento","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-264,--,Productos,Encerramientos,"IEC 60670-1:2015","1a,1b,5",--,--,--
896,CP-265,--,Productos,"Alambres y cables para uso eléctrico cubiertos","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-266,--,Productos,"Alambres y cables para uso eléctrico cubiertos - Cables para bombas sumergibles","IEEE 1018:2013","1a,1b,5",--,--,--
896,CP-267,--,Productos,"Alambres y cables para uso eléctrico cubiertos","IEC 60502-2:2014,IEC 60840:2011,IEC 62067:2011,IEC 60228:2004,IEC 60502-1:2004,ASTM B232/B232M:2017,ASTM B231/B231M:2016,ASTM B399/B399M:2015,ASTM B524/B524M:2018,ASTM B33:2014,ASTM B398/398M:2015,UL 13:2015,UL 44:2018,UL 444:2017,UL 66:2018,UL 83:2017","1a,1b,5",--,--,--
896,CP-268,--,Productos,"Alambres y cables de para uso eléctrico desnudos","IEC 61232:1993,IEC 60104:1987,IEC 61089:1991,IEC 62067:2011,IEC 60228:2004,ASTM B232/B232M:2017,ASTM A363 – 03:2014,ASTM A475-03:2014,ASTM B231/B231M:2016,ASTM B399/B399M:2015,ASTM B524/B524M:2018,ASTM B416:2018,ASTM B415:2016,ASTM B910/B910M:2018,ASTM B228:2011,ASTM B566:2016,ASTM B227:2015,ASTM B228-11a:2016,ASTM B33:2014,ASTM B398/398M:2015","1a,1b,5",--,--,--
896,CP-269,--,Productos,"Alambres y cables de para uso eléctrico desnudos","Reglamento Técnico de Instalaciones Eléctricas – RETIE del Ministerio de Minas y Energía de Colombia,
Resolución 90708 del 30 de agosto de 2013, 
Resolución 90907 del 25 de octubre de 2013, 
Resolución 90795 del 25 de julio de 2014,
Resolución 40492 del 24 de abril de 2015.","1a,1b,5",--,--,--
896,CP-270,--,Productos,"Cajas y Conduletas","IEC 60670-1:2015,IEC 60670-22:2003,IEC 60670-24:2011,IEC 62208:2002,UL 50:2015,UL 514C:2014","1a,1b,5",--,--,--
173,CP-271,--,Productos,"GLOBALG.A.P.  Limitación Territorial: América Latina, Centro América, México","General Regulations - Rules for crops, Part I, Version 5.4-1-GFS,General Regulations - Rules for crops, Part III, Version 5.4-1-GFS,General Regulations - Rules for crops, Version 5.4-1-GFS,Control points and Compliance Criteria Integrated Farm Assurance, Version 5.4-1GFS,All Farm Base – Crops Base – Fruits and Vegetables, Version 5.4-1GFS",6,--,--,--
827,CP-272,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
827,CP-273,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
827,CP-274,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
170,CP-275,--,Productos,"Refrigeradores y congeladores electrodomésticos","Reglamento Técnico Centroamericano RTCA 97.01.81:22. Productos eléctricos. Refrigeradores y congeladores electrodomésticos. Especificaciones de Eficiencia Energética.,Norma Oficial Mexicana NOM-015-ENER-2018. Eficiencia energética de refrigeradores y congeladores electrodomésticos. Límites, métodos de prueba y etiquetado.","1a,1b,4,5",--,--,--
173,CP-276,--,Productos,Juguetes,"RTE INEN 089:2014 Seguridad de los Juguetes",1b,--,--,--
173,CP-277,--,Productos,"Plásticos en contacto con alimentos","RTE INEN 100:2014 Materiales y artículos plásticos destinados a estar en contacto con los alimentos",1b,--,--,--
173,CP-278,--,Productos,"Ventiladores con motor incorporado de potencia inferior o igual a 125W","RTE INEN 112 (1R):2017 Eficiencia energética para ventiladores con motor eléctrico incorporado de potencia inferior o igual a 125 W",1a,--,--,--
173,CP-279,--,Productos,"Amoladoras eléctricas fijas, semifijas y portátiles de uso manual","RTE INEN 137:2014 Amoladoras",1a,--,--,--
173,CP-280,--,Productos,"Aparatos para cuidado de la piel o del Cabello","RTE INEN 179:2014 Aparatos para Cuidado de la piel o del cabello",1a,--,--,--
173,CP-281,--,Productos,"Cortadoras de pelo y aparatos similares","RTE INEN 191:2014 Cortadoras de pelo y aparatos similares",1a,--,--,--
173,CP-282,--,Productos,Aspiradoras,"RTE INEN 197(1R):2020 Aspiradoras",1a,--,--,--
173,CP-283,--,Productos,"Vajillas en vidrio y en vitrocerámica, recipientes de vidrio en contacto con alimentos","RTE INEN 200 (1R):2015 Vajillas en vidrio y en vitrocerámica, recipientes de vidrio en contacto con alimentos",1b,--,--,--
173,CP-284,--,Productos,"Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares","RTE INEN 227:2016 Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares",1a,--,--,--
173,CP-285,--,Productos,"Planchas Eléctricas","RTE INEN 147:2014 Planchas Eléctricas,IEC 60335-2-3:2022 Seguridad de artefactos electrodomésticos y artefactos eléctricos similares. Requisitos particulares para planchas eléctricas",1a,--,--,--
173,CP-286,--,Productos,"Guirnaldas luminosas","RTE INEN 196 (1R):2016 Guirnaldas luminosas,IEC 60598-2-21:2014. Luminarias. Parte 2 - 21: Requisitos particulares. Cordones luminosos,IEC 60598-2-20:2022. Luminarias. Parte 2 - 20: Requisitos particulares. Guirnaldas Luminosas",1a,--,--,--
30,CP-287,--,Productos,Aspiradoras,"IEC 60335-2-2: 2019. Aparatos electrodomésticos y análogos. Seguridad-Parte 2-2: Requisitos particulares para aspiradores y aparatos de limpieza por aspiración de agua,RTE INEN 197(1R):2020 Aspiradoras",1a,--,--,--
170,CP-288,--,Productos,"Planchas Eléctricas","RTE INEN 147:2014 Planchas Eléctricas,IEC 60335-2-3:2012 + Amd 1:2015 Seguridad de artefactos electrodomésticos y artefactos eléctricos similares. Requisitos particulares para planchas eléctricas,IEC 60335-1:2010 + AMD1:2013 + AMD2: 2016. Aparatos electrodomésticos y similares. Seguridad. Parte 1: Requisitos generales,IEC 60335-1:2020 CMV Household and similar electrical appliances - Safety - Part 1: General requirements",1a,--,--,--
170,CP-289,--,Productos,"Cocinas, plantillas, encimeras, plantillas de inducción y hornos eléctricos","Reglamento Técnico de Costa Rica RTCR 503:2021. “Productos eléctricos. Cocinas, plantillas, encimeras, plantillas de inducción y hornos eléctricos de uso doméstico. Requisitos de eficiencia energética”.,Norma INTE E17-1:2015: “Eficiencia energética. Cocinas, plantillas, plantillas de inducción y hornos eléctricos de uso doméstico. Parte 1: Requisitos”.,Norma INTE E17-2:2015: “Eficiencia energética. Cocinas, plantillas y hornos eléctricos de uso doméstico. Parte 2: Etiquetado”.,Norma INTE E17-5:2017: “Eficiencia energética. Plantillas de inducción de uso doméstico. Parte 5: Etiquetado”.","1a,1b,2,4,5",--,--,--
